32.94294, -89.91426
-59.84105, 82.68339
82.97559, -80.61422
13.05081, -93.30266
-9.72343, -46.40585
34.0869, 36.18489
5.6087, -103.95464
28.4796, -108.22542
20.37949, 46.26663
-42.98133, -141.92951
-44.27572, 80.40995
10.07563, -62.82262
-71.91771, 107.13929
73.80804, 85.11233
-41.783, -64.52468
-81.22182, -86.29997
-38.4906, 162.28896
-17.62439, -35.79708
34.15428, 17.32545
-55.89005, 56.83286
89.14307, 14.48903
7.81261, 126.58589
12.01708, 2.47919
-20.41907, -172.84997
88.06571, -173.14624
85.48294, -142.3881
-63.96141, -22.27723
-74.47661, 76.12815
26.03051, -166.81245
-32.19345, -73.59346
16.65069, -165.93291
77.04868, 102.67925
-8.70745, 93.63323
-35.72323, -50.80585
68.04449, 22.66829
6.80928, -55.09381
-36.91808, -52.18665
61.22817, -107.16358
81.36409, -142.96205
-61.81901, -65.6838
30.53612, 97.31868
-25.70159, 130.93095
-13.00412, 171.85147
-83.73334, -159.63925
-64.3321, -130.11315
-45.45502, 40.34902
-77.92942, -175.60868
83.4486, 146.67734
-76.66574, -60.45418
-13.78315, -153.35074
-2.14463, -156.90729
1.5644, -27.96905
-34.03231, 178.23455
16.64961, 59.24952
80.47564, 169.09589
0.30615, 3.8113
25.53726, 97.94063
-34.69321, 154.36352
-42.28857, -0.53724
25.56196, -83.97533
-33.03528, 104.25097
-14.21229, -56.6246
71.32641, -22.37004
-71.38658, 70.71614
-89.00381, -122.71449
-0.67285, -41.10671
-85.74395, -51.64406
15.5276, 162.40785
3.46357, -15.57981
77.27017, 154.25171
59.69622, -65.14347
-1.1139, -73.28876
-56.92208, -90.66221
40.96942, 121.37311
-40.74336, 164.4138
21.44558, -178.7845
88.9697, -150.04449
70.53148, 131.18432
36.89762, -17.38267
45.43832, 163.14216
-72.26626, -146.20086
37.43272, 65.45787
-41.41286, 78.53319
-61.02246, -159.40826
65.1663, 48.51167
72.61987, 79.07315
-12.34269, -41.96442
-87.37941, 121.52382
37.35707, -163.88373
-21.9984, 91.26113
11.70461, 62.7651
-65.60388, -157.03625
66.88512, 104.17886
0.60473, -175.54376
30.39388, 43.99333
40.36979, 128.97019
-30.84719, -166.74672
36.31197, 118.72499
-11.96645, 81.23542
-37.78962, 139.39177
